simulation_id,match_id,stage,team_a,team_b,goals_a,goals_b,winner,went_to_extra_time,went_to_penalties
5,round_of_32_4,round_of_32,ARG,GHA,4,1,ARG,False,False
5,round_of_32_5,round_of_32,GER,COD,1,1,GER,True,True
5,round_of_32_6,round_of_32,URU,RSA,3,0,URU,False,False
5,round_of_32_7,round_of_32,SUI,QAT,2,1,SUI,False,False
5,round_of_32_8,round_of_32,IRN,AUS,5,1,IRN,False,False
5,round_of_32_9,round_of_32,PAR,AUT,5,1,PAR,False,False
5,round_of_32_10,round_of_32,CRO,CZE,2,1,CRO,False,False
5,round_of_32_11,round_of_32,COL,POR,0,1,POR,False,False
5,round_of_32_12,round_of_32,KOR,ENG,2,1,KOR,False,False
5,round_of_32_13,round_of_32,ESP,EGY,3,3,ESP,True,True
5,round_of_32_14,round_of_32,ECU,CAN,4,1,ECU,False,False
5,round_of_32_15,round_of_32,JPN,USA,1,3,USA,False,False
5,round_of_32_16,round_of_32,SEN,BRA,0,2,BRA,False,False
5,round_of_16_1,round_of_16,SWE,MAR,1,0,SWE,False,False
5,round_of_16_2,round_of_16,FRA,ARG,3,2,FRA,False,False
5,round_of_16_3,round_of_16,GER,URU,3,0,GER,False,False
5,round_of_16_4,round_of_16,SUI,IRN,1,1,SUI,True,True
5,round_of_16_5,round_of_16,PAR,CRO,2,1,PAR,False,False
5,round_of_16_6,round_of_16,POR,KOR,3,1,POR,False,False
5,round_of_16_7,round_of_16,ESP,ECU,1,4,ECU,False,False
5,round_of_16_8,round_of_16,USA,BRA,3,2,USA,False,False
5,quarter_final_1,quarter_final,SWE,FRA,1,1,FRA,True,True
5,quarter_final_2,quarter_final,GER,SUI,4,1,GER,False,False
5,quarter_final_3,quarter_final,PAR,POR,0,3,POR,False,False
5,quarter_final_4,quarter_final,ECU,USA,1,5,USA,False,False
5,semi_final_1,semi_final,FRA,GER,5,2,FRA,False,False
5,semi_final_2,semi_final,POR,USA,4,2,POR,False,False
5,final_1,final,FRA,POR,1,2,POR,False,False
